TA,TA code,Measure,Age group,Rate,Rate - 95% CI Lower,Rate - 95% CI Upper,Estimate,Estimate - 95% CI Lower,Estimate - 95% CI Upper,TA population,Method
Thames to Coromandel district,11,Overall,60 to 64,36,30,41,852,729,969,2367,SDE
Thames to Coromandel district,11,Physical,60 to 64,25,19,31,597,471,732,2367,SDE
Thames to Coromandel district,11,Psychological,60 to 64,5,3,7,123,87,165,2367,SDE
Thames to Coromandel district,11,Vision,60 to 64,5,3,7,123,93,153,2367,SDE
Thames to Coromandel district,11,Hearing,65 to 69,20,17,25,474,411,591,2364,SDE
Thames to Coromandel district,11,Overall,65 to 69,42,36,48,990,849,1128,2364,SDE
Thames to Coromandel district,11,Physical,65 to 69,31,24,39,744,588,906,2364,SDE
Thames to Coromandel district,11,Psychological,65 to 69,4,2,6,102,69,141,2364,SDE
Thames to Coromandel district,11,Vision,65 to 69,5,4,7,129,96,162,2364,SDE
Thames to Coromandel district,11,Hearing,70 to 74,26,21,31,465,396,564,1820,SDE
Thames to Coromandel district,11,Overall,70 to 74,50,43,57,909,789,1032,1820,SDE
Thames to Coromandel district,11,Physical,70 to 74,39,31,48,717,573,870,1820,SDE
Thames to Coromandel district,11,Psychological,70 to 74,4,2,6,69,45,99,1820,SDE
Thames to Coromandel district,11,Vision,70 to 74,6,4,9,117,90,147,1820,SDE
Thames to Coromandel district,11,Hearing,75 to 79,30,25,37,351,297,426,1158,SDE
Thames to Coromandel district,11,Overall,75 to 79,61,53,68,702,615,786,1158,SDE
Thames to Coromandel district,11,Physical,75 to 79,51,41,61,588,477,705,1158,SDE
Thames to Coromandel district,11,Psychological,75 to 79,4,2,6,45,27,63,1158,SDE
Thames to Coromandel district,11,Vision,75 to 79,8,6,11,99,75,123,1158,SDE
Thames to Coromandel district,11,Hearing,80+,43,35,50,606,501,711,1426,SDE
Thames to Coromandel district,11,Overall,80+,77,68,85,1095,981,1209,1426,SDE
Thames to Coromandel district,11,Physical,80+,70,58,84,999,828,1185,1426,SDE
Thames to Coromandel district,11,Psychological,80+,4,2,7,60,36,90,1426,SDE
Thames to Coromandel district,11,Vision,80+,17,13,22,243,189,303,1426,SDE
Timaru district,64,Hearing,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Timaru district,64,Overall,0 to 4,6,4,8,159,123,207,2713,SDE
Timaru district,64,Physical,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Timaru district,64,Psychological,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Timaru district,64,Vision,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Timaru district,64,Hearing,10 to 14,2,1,3,60,42,87,3007,SDE
Timaru district,64,Overall,10 to 14,17,14,20,501,423,600,3007,SDE
Timaru district,64,Physical,10 to 14,2,1,4,72,48,102,3007,SDE
Timaru district,64,Psychological,10 to 14,7,5,10,210,159,285,3007,SDE
Timaru district,64,Vision,10 to 14,1,0,2,30,18,42,3007,SDE
Timaru district,64,Hearing,15 to 19,3,2,4,81,60,114,2877,SDE
Timaru district,64,Overall,15 to 19,18,15,22,519,435,624,2877,SDE
Timaru district,64,Physical,15 to 19,4,2,6,117,84,162,2877,SDE
Timaru district,64,Psychological,15 to 19,7,5,9,195,144,261,2877,SDE
Timaru district,64,Vision,15 to 19,1,0,2,33,21,51,2877,SDE
Timaru district,64,Hearing,20 to 24,4,3,7,102,81,159,2285,SDE
Timaru district,64,Overall,20 to 24,19,15,23,432,360,525,2285,SDE
Timaru district,64,Physical,20 to 24,7,4,10,153,111,210,2285,SDE
Timaru district,64,Psychological,20 to 24,7,5,10,156,114,216,2285,SDE
Timaru district,64,Vision,20 to 24,2,1,3,42,27,63,2285,SDE
Timaru district,64,Hearing,25 to 29,5,3,7,99,78,135,2148,SDE
Timaru district,64,Overall,25 to 29,18,15,23,396,327,483,2148,SDE
Timaru district,64,Physical,25 to 29,7,4,10,144,102,198,2148,SDE
Timaru district,64,Psychological,25 to 29,7,5,10,153,108,213,2148,SDE
Timaru district,64,Vision,25 to 29,2,1,4,42,27,69,2148,SDE
Timaru district,64,Hearing,30 to 34,4,3,6,90,66,129,2131,SDE
Timaru district,64,Overall,30 to 34,16,13,20,345,288,414,2131,SDE
Timaru district,64,Physical,30 to 34,6,4,9,138,102,186,2131,SDE
Timaru district,64,Psychological,30 to 34,6,4,9,135,99,186,2131,SDE
Timaru district,64,Vision,30 to 34,1,0,3,30,18,45,2131,SDE
Timaru district,64,Hearing,35 to 39,5,4,7,129,105,174,2588,SDE
Timaru district,64,Overall,35 to 39,17,13,21,438,357,528,2588,SDE
Timaru district,64,Physical,35 to 39,8,6,11,207,153,273,2588,SDE
Timaru district,64,Psychological,35 to 39,7,4,9,171,123,231,2588,SDE
Timaru district,64,Vision,35 to 39,1,0,2,33,18,51,2588,SDE
Timaru district,64,Hearing,40 to 44,7,5,10,207,165,291,3133,SDE
Timaru district,64,Overall,40 to 44,21,17,25,645,549,771,3133,SDE
Timaru district,64,Physical,40 to 44,10,7,13,306,231,399,3133,SDE
Timaru district,64,Psychological,40 to 44,7,5,10,216,159,285,3133,SDE
Timaru district,64,Vision,40 to 44,3,1,4,78,57,108,3133,SDE
Timaru district,64,Hearing,45 to 49,9,7,14,285,231,420,3206,SDE
Timaru district,64,Overall,45 to 49,26,22,32,846,714,1005,3206,SDE
Timaru district,64,Physical,45 to 49,13,9,17,405,318,522,3206,SDE
Timaru district,64,Psychological,45 to 49,8,5,11,243,180,324,3206,SDE
Timaru district,64,Vision,45 to 49,5,3,7,162,123,216,3206,SDE
Timaru district,64,Hearing,5 to 9,2,1,4,51,42,96,2711,SDE
Timaru district,64,Overall,5 to 9,13,10,16,342,285,420,2711,SDE
Timaru district,64,Physical,5 to 9,2,1,3,45,30,63,2711,SDE
Timaru district,64,Psychological,5 to 9,5,3,7,123,90,168,2711,SDE
Timaru district,64,Vision,5 to 9,1,0,2,24,15,36,2711,SDE
Timaru district,64,Hearing,50 to 54,12,9,17,411,321,570,3469,SDE
Timaru district,64,Overall,50 to 54,30,25,35,1029,891,1212,3469,SDE
Timaru district,64,Physical,50 to 54,16,12,20,543,432,690,3469,SDE
Timaru district,64,Psychological,50 to 54,7,5,10,258,192,345,3469,SDE
Timaru district,64,Vision,50 to 54,6,4,8,204,159,264,3469,SDE
Timaru district,64,Hearing,55 to 59,14,10,20,441,336,609,3106,SDE
Timaru district,64,Overall,55 to 59,33,28,39,1017,882,1188,3106,SDE
Timaru district,64,Physical,55 to 59,19,15,25,600,480,756,3106,SDE
Timaru district,64,Psychological,55 to 59,6,4,9,201,150,276,3106,SDE
Timaru district,64,Vision,55 to 59,5,4,8,168,129,219,3106,SDE
Timaru district,64,Hearing,60 to 64,18,14,25,546,450,759,3086,SDE
Timaru district,64,Overall,60 to 64,38,33,44,1167,1026,1356,3086,SDE
Timaru district,64,Physical,60 to 64,25,19,31,762,615,945,3086,SDE
Timaru district,64,Psychological,60 to 64,5,4,8,171,126,231,3086,SDE
Timaru district,64,Vision,60 to 64,5,4,7,162,123,207,3086,SDE
Timaru district,64,Hearing,65 to 69,22,19,31,567,498,780,2562,SDE
Timaru district,64,Overall,65 to 69,44,38,51,1125,990,1302,2562,SDE
Timaru district,64,Physical,65 to 69,31,24,38,786,633,975,2562,SDE
Timaru district,64,Psychological,65 to 69,5,3,7,117,81,162,2562,SDE
Timaru district,64,Vision,65 to 69,6,4,8,144,111,189,2562,SDE
Timaru district,64,Hearing,70 to 74,27,24,38,588,519,807,2142,SDE
Timaru district,64,Overall,70 to 74,54,48,62,1161,1029,1326,2142,SDE
Timaru district,64,Physical,70 to 74,41,33,51,882,720,1080,2142,SDE
Timaru district,64,Psychological,70 to 74,4,3,7,96,66,135,2142,SDE
Timaru district,64,Vision,70 to 74,7,5,9,150,114,192,2142,SDE
Timaru district,64,Hearing,75 to 79,34,29,46,546,477,732,1618,SDE
Timaru district,64,Overall,75 to 79,64,57,73,1041,936,1167,1618,SDE
Timaru district,64,Physical,75 to 79,52,43,64,846,696,1026,1618,SDE
Timaru district,64,Psychological,75 to 79,4,3,6,69,48,99,1618,SDE
Timaru district,64,Vision,75 to 79,9,7,12,150,117,192,1618,SDE
Timaru district,64,Hearing,80+,45,38,59,978,822,1272,2155,SDE
Timaru district,64,Overall,80+,79,71,87,1695,1530,1872,2155,SDE
Timaru district,64,Physical,80+,70,58,84,1506,1251,1794,2155,SDE
Timaru district,64,Psychological,80+,5,2,7,99,63,150,2155,SDE
Timaru district,64,Vision,80+,18,13,23,384,297,483,2155,SDE
Upper Hutt city,45,Hearing,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Upper Hutt city,45,Overall,0 to 4,6,4,8,180,141,231,2938,SDE
Upper Hutt city,45,Physical,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Upper Hutt city,45,Psychological,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Upper Hutt city,45,Vision,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Upper Hutt city,45,Hearing,10 to 14,2,1,3,57,42,81,3023,SDE
Upper Hutt city,45,Overall,10 to 14,17,13,21,501,423,609,3023,SDE
Upper Hutt city,45,Physical,10 to 14,2,1,4,75,51,111,3023,SDE
Upper Hutt city,45,Psychological,10 to 14,7,5,10,210,156,294,3023,SDE
Upper Hutt city,45,Vision,10 to 14,1,0,2,27,18,45,3023,SDE
Upper Hutt city,45,Hearing,15 to 19,2,1,4,72,60,105,2960,SDE
Upper Hutt city,45,Overall,15 to 19,18,14,22,522,435,633,2960,SDE
Upper Hutt city,45,Physical,15 to 19,4,3,7,129,93,183,2960,SDE
Upper Hutt city,45,Psychological,15 to 19,6,4,9,186,138,261,2960,SDE
Upper Hutt city,45,Vision,15 to 19,1,0,2,36,21,54,2960,SDE
Upper Hutt city,45,Hearing,20 to 24,4,3,6,105,78,144,2412,SDE
Upper Hutt city,45,Overall,20 to 24,19,15,24,465,381,564,2412,SDE
Upper Hutt city,45,Physical,20 to 24,7,5,11,177,129,252,2412,SDE
Upper Hutt city,45,Psychological,20 to 24,7,5,10,165,120,234,2412,SDE
Upper Hutt city,45,Vision,20 to 24,2,1,3,45,30,69,2412,SDE
Upper Hutt city,45,Hearing,25 to 29,4,3,6,93,72,126,2164,SDE
Upper Hutt city,45,Overall,25 to 29,18,15,23,399,330,495,2164,SDE
Upper Hutt city,45,Physical,25 to 29,7,5,11,159,114,222,2164,SDE
Upper Hutt city,45,Psychological,25 to 29,7,5,11,150,108,219,2164,SDE
Upper Hutt city,45,Vision,25 to 29,2,1,4,45,27,72,2164,SDE
Upper Hutt city,45,Hearing,30 to 34,4,3,6,99,75,138,2416,SDE
Upper Hutt city,45,Overall,30 to 34,17,13,21,402,333,489,2416,SDE
Upper Hutt city,45,Physical,30 to 34,7,5,10,174,126,240,2416,SDE
Upper Hutt city,45,Psychological,30 to 34,7,4,10,159,117,228,2416,SDE
Upper Hutt city,45,Vision,30 to 34,1,0,3,36,24,54,2416,SDE
Upper Hutt city,45,Hearing,35 to 39,4,3,7,117,99,180,2838,SDE
Upper Hutt city,45,Overall,35 to 39,16,13,20,462,375,567,2838,SDE
Upper Hutt city,45,Physical,35 to 39,8,5,11,225,168,309,2838,SDE
Upper Hutt city,45,Psychological,35 to 39,6,4,9,174,126,249,2838,SDE
Upper Hutt city,45,Vision,35 to 39,1,0,2,36,21,57,2838,SDE
Upper Hutt city,45,Hearing,40 to 44,6,5,9,213,186,291,3460,SDE
Upper Hutt city,45,Overall,40 to 44,21,17,26,723,612,873,3460,SDE
Upper Hutt city,45,Physical,40 to 44,10,8,15,360,276,489,3460,SDE
Upper Hutt city,45,Psychological,40 to 44,7,5,10,240,177,336,3460,SDE
Upper Hutt city,45,Vision,40 to 44,3,1,4,90,66,123,3460,SDE
Upper Hutt city,45,Hearing,45 to 49,8,7,12,264,237,369,3104,SDE
Upper Hutt city,45,Overall,45 to 49,27,22,33,828,702,999,3104,SDE
Upper Hutt city,45,Physical,45 to 49,14,10,19,420,330,561,3104,SDE
Upper Hutt city,45,Psychological,45 to 49,8,5,11,240,177,339,3104,SDE
Upper Hutt city,45,Vision,45 to 49,5,3,7,156,120,216,3104,SDE
Upper Hutt city,45,Hearing,5 to 9,2,1,3,51,39,78,2817,SDE
Upper Hutt city,45,Overall,5 to 9,13,11,17,375,312,456,2817,SDE
Upper Hutt city,45,Physical,5 to 9,2,1,3,54,36,78,2817,SDE
Upper Hutt city,45,Psychological,5 to 9,5,3,7,138,102,192,2817,SDE
Upper Hutt city,45,Vision,5 to 9,1,0,2,27,18,39,2817,SDE
Upper Hutt city,45,Hearing,50 to 54,10,9,15,321,279,447,3071,SDE
Upper Hutt city,45,Overall,50 to 54,30,26,36,927,804,1098,3071,SDE
Upper Hutt city,45,Physical,50 to 54,17,13,23,519,411,678,3071,SDE
Upper Hutt city,45,Psychological,50 to 54,7,5,11,228,171,324,3071,SDE
Upper Hutt city,45,Vision,50 to 54,6,4,8,183,144,240,3071,SDE
Upper Hutt city,45,Hearing,55 to 59,13,11,18,324,279,432,2503,SDE
Upper Hutt city,45,Overall,55 to 59,33,29,40,837,729,981,2503,SDE
Upper Hutt city,45,Physical,55 to 59,21,16,27,525,417,675,2503,SDE
Upper Hutt city,45,Psychological,55 to 59,7,4,10,165,123,240,2503,SDE
Upper Hutt city,45,Vision,55 to 59,6,4,8,147,117,192,2503,SDE
Upper Hutt city,45,Hearing,60 to 64,17,14,23,357,297,459,2078,SDE
Upper Hutt city,45,Overall,60 to 64,39,34,46,819,720,945,2078,SDE
Upper Hutt city,45,Physical,60 to 64,27,22,35,564,459,717,2078,SDE
Upper Hutt city,45,Psychological,60 to 64,6,4,9,123,90,174,2078,SDE
Upper Hutt city,45,Vision,60 to 64,6,4,8,123,96,162,2078,SDE
Upper Hutt city,45,Hearing,65 to 69,21,18,28,387,336,492,1816,SDE
Upper Hutt city,45,Overall,65 to 69,46,40,53,831,732,954,1816,SDE
Upper Hutt city,45,Physical,65 to 69,34,27,43,612,498,768,1816,SDE
Upper Hutt city,45,Psychological,65 to 69,5,3,8,90,63,132,1816,SDE
Upper Hutt city,45,Vision,65 to 69,6,4,8,108,84,144,1816,SDE
Upper Hutt city,45,Hearing,70 to 74,27,23,33,342,300,429,1293,SDE
Upper Hutt city,45,Overall,70 to 74,55,48,63,714,633,810,1293,SDE
Upper Hutt city,45,Physical,70 to 74,43,35,54,561,462,696,1293,SDE
Upper Hutt city,45,Psychological,70 to 74,5,3,7,60,42,90,1293,SDE
Upper Hutt city,45,Vision,70 to 74,7,5,10,93,72,120,1293,SDE
Upper Hutt city,45,Hearing,75 to 79,32,27,39,315,267,384,997,SDE
Upper Hutt city,45,Overall,75 to 79,64,57,72,639,570,717,997,SDE
Upper Hutt city,45,Physical,75 to 79,53,44,65,531,438,648,997,SDE
Upper Hutt city,45,Psychological,75 to 79,4,2,7,42,27,63,997,SDE
Upper Hutt city,45,Vision,75 to 79,9,7,13,93,72,120,997,SDE
Upper Hutt city,45,Hearing,80+,44,38,55,567,501,708,1299,SDE
Upper Hutt city,45,Overall,80+,79,71,88,1029,930,1137,1299,SDE
Upper Hutt city,45,Physical,80+,72,59,86,930,777,1113,1299,SDE
Upper Hutt city,45,Psychological,80+,4,2,8,57,36,93,1299,SDE
Upper Hutt city,45,Vision,80+,18,14,24,237,186,303,1299,SDE
Waikato district,13,Hearing,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waikato district,13,Overall,0 to 4,6,5,8,327,261,408,5159,SDE
Waikato district,13,Physical,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waikato district,13,Psychological,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waikato district,13,Vision,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waikato district,13,Hearing,10 to 14,2,1,3,96,72,126,5627,SDE
Waikato district,13,Overall,10 to 14,16,13,19,897,759,1056,5627,SDE
Waikato district,13,Physical,10 to 14,2,1,4,141,99,195,5627,SDE
Waikato district,13,Psychological,10 to 14,7,4,9,366,276,483,5627,SDE
Waikato district,13,Vision,10 to 14,1,0,2,57,39,84,5627,SDE
Waikato district,13,Hearing,15 to 19,2,1,3,99,72,114,4648,SDE
Waikato district,13,Overall,15 to 19,17,14,20,783,657,930,4648,SDE
Waikato district,13,Physical,15 to 19,4,3,6,198,144,270,4648,SDE
Waikato district,13,Psychological,15 to 19,6,4,8,276,201,369,4648,SDE
Waikato district,13,Vision,15 to 19,1,0,2,54,33,84,4648,SDE
Waikato district,13,Hearing,20 to 24,4,2,5,123,87,159,3481,SDE
Waikato district,13,Overall,20 to 24,18,14,22,624,516,747,3481,SDE
Waikato district,13,Physical,20 to 24,7,5,10,246,180,336,3481,SDE
Waikato district,13,Psychological,20 to 24,6,4,9,216,156,291,3481,SDE
Waikato district,13,Vision,20 to 24,2,1,3,69,42,96,3481,SDE
Waikato district,13,Hearing,25 to 29,4,2,5,117,81,150,3211,SDE
Waikato district,13,Overall,25 to 29,18,14,22,567,471,684,3211,SDE
Waikato district,13,Physical,25 to 29,7,5,10,231,165,315,3211,SDE
Waikato district,13,Psychological,25 to 29,6,4,9,207,147,285,3211,SDE
Waikato district,13,Vision,25 to 29,2,1,4,66,42,105,3211,SDE
Waikato district,13,Hearing,30 to 34,3,2,5,114,96,162,3470,SDE
Waikato district,13,Overall,30 to 34,16,13,19,561,471,660,3470,SDE
Waikato district,13,Physical,30 to 34,7,5,10,255,192,333,3470,SDE
Waikato district,13,Psychological,30 to 34,6,4,9,213,156,288,3470,SDE
Waikato district,13,Vision,30 to 34,1,0,3,51,33,75,3470,SDE
Waikato district,13,Hearing,35 to 39,4,3,5,165,138,195,4261,SDE
Waikato district,13,Overall,35 to 39,16,13,20,690,573,828,4261,SDE
Waikato district,13,Physical,35 to 39,8,6,11,354,270,468,4261,SDE
Waikato district,13,Psychological,35 to 39,6,4,9,258,189,345,4261,SDE
Waikato district,13,Vision,35 to 39,1,0,3,60,36,90,4261,SDE
Waikato district,13,Hearing,40 to 44,5,4,7,270,234,354,5405,SDE
Waikato district,13,Overall,40 to 44,20,16,23,1065,903,1239,5405,SDE
Waikato district,13,Physical,40 to 44,10,7,14,543,420,708,5405,SDE
Waikato district,13,Psychological,40 to 44,6,4,9,339,252,450,5405,SDE
Waikato district,13,Vision,40 to 44,3,2,4,147,108,189,5405,SDE
Waikato district,13,Hearing,45 to 49,8,6,10,375,303,471,4966,SDE
Waikato district,13,Overall,45 to 49,25,21,30,1263,1068,1479,4966,SDE
Waikato district,13,Physical,45 to 49,13,10,17,660,516,843,4966,SDE
Waikato district,13,Psychological,45 to 49,7,5,10,354,267,465,4966,SDE
Waikato district,13,Vision,45 to 49,5,4,7,261,204,342,4966,SDE
Waikato district,13,Hearing,5 to 9,2,1,3,105,69,141,5774,SDE
Waikato district,13,Overall,5 to 9,13,10,16,741,621,891,5774,SDE
Waikato district,13,Physical,5 to 9,2,1,3,111,78,153,5774,SDE
Waikato district,13,Psychological,5 to 9,5,3,7,270,201,360,5774,SDE
Waikato district,13,Vision,5 to 9,1,0,2,57,39,81,5774,SDE
Waikato district,13,Hearing,50 to 54,9,8,12,459,393,573,4854,SDE
Waikato district,13,Overall,50 to 54,29,25,34,1425,1236,1635,4854,SDE
Waikato district,13,Physical,50 to 54,17,13,22,825,654,1041,4854,SDE
Waikato district,13,Psychological,50 to 54,7,5,10,348,261,462,4854,SDE
Waikato district,13,Vision,50 to 54,6,5,8,306,246,381,4854,SDE
Waikato district,13,Hearing,55 to 59,12,10,14,495,432,600,4290,SDE
Waikato district,13,Overall,55 to 59,32,27,37,1362,1185,1566,4290,SDE
Waikato district,13,Physical,55 to 59,20,16,26,864,687,1080,4290,SDE
Waikato district,13,Psychological,55 to 59,6,4,9,261,192,348,4290,SDE
Waikato district,13,Vision,55 to 59,6,4,8,255,201,315,4290,SDE
Waikato district,13,Hearing,60 to 64,15,13,18,522,456,615,3430,SDE
Waikato district,13,Overall,60 to 64,38,33,43,1296,1140,1476,3430,SDE
Waikato district,13,Physical,60 to 64,27,21,33,909,735,1116,3430,SDE
Waikato district,13,Psychological,60 to 64,5,4,8,186,138,249,3430,SDE
Waikato district,13,Vision,60 to 64,6,4,8,204,165,258,3430,SDE
Waikato district,13,Hearing,65 to 69,19,16,24,546,480,681,2841,SDE
Waikato district,13,Overall,65 to 69,44,39,51,1257,1107,1422,2841,SDE
Waikato district,13,Physical,65 to 69,33,27,41,942,768,1152,2841,SDE
Waikato district,13,Psychological,65 to 69,5,3,7,132,93,180,2841,SDE
Waikato district,13,Vision,65 to 69,6,4,8,177,141,225,2841,SDE
Waikato district,13,Hearing,70 to 74,24,21,31,450,396,576,1877,SDE
Waikato district,13,Overall,70 to 74,53,47,60,996,882,1119,1877,SDE
Waikato district,13,Physical,70 to 74,42,34,52,789,651,960,1877,SDE
Waikato district,13,Psychological,70 to 74,4,2,6,78,54,111,1877,SDE
Waikato district,13,Vision,70 to 74,8,5,10,141,111,177,1877,SDE
Waikato district,13,Hearing,75 to 79,29,25,37,327,285,414,1130,SDE
Waikato district,13,Overall,75 to 79,63,56,70,708,633,789,1130,SDE
Waikato district,13,Physical,75 to 79,53,43,63,594,492,711,1130,SDE
Waikato district,13,Psychological,75 to 79,4,2,6,45,30,63,1130,SDE
Waikato district,13,Vision,75 to 79,10,7,13,111,87,138,1130,SDE
Waikato district,13,Hearing,80+,39,34,48,528,468,645,1347,SDE
Waikato district,13,Overall,80+,77,69,86,1044,939,1152,1347,SDE
Waikato district,13,Physical,80+,70,58,84,945,792,1125,1347,SDE
Waikato district,13,Psychological,80+,4,2,7,54,33,84,1347,SDE
Waikato district,13,Vision,80+,18,14,22,237,189,294,1347,SDE
Waimakariri district,59,Hearing,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waimakariri district,59,Overall,0 to 4,6,4,8,174,135,222,3107,SDE
Waimakariri district,59,Physical,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waimakariri district,59,Psychological,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waimakariri district,59,Vision,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waimakariri district,59,Hearing,10 to 14,2,1,3,66,51,81,3976,SDE
Waimakariri district,59,Overall,10 to 14,15,12,18,591,492,708,3976,SDE
Waimakariri district,59,Physical,10 to 14,2,1,4,87,60,129,3976,SDE
Waimakariri district,59,Psychological,10 to 14,6,4,9,243,180,327,3976,SDE
Waimakariri district,59,Vision,10 to 14,1,0,2,33,21,51,3976,SDE
Waimakariri district,59,Hearing,15 to 19,2,1,3,87,69,111,3635,SDE
Waimakariri district,59,Overall,15 to 19,17,13,20,603,501,726,3635,SDE
Waimakariri district,59,Physical,15 to 19,4,3,6,150,108,210,3635,SDE
Waimakariri district,59,Psychological,15 to 19,6,4,9,219,159,294,3635,SDE
Waimakariri district,59,Vision,15 to 19,1,0,2,39,24,60,3635,SDE
Waimakariri district,59,Hearing,20 to 24,4,3,5,90,72,114,2386,SDE
Waimakariri district,59,Overall,20 to 24,17,14,22,414,339,504,2386,SDE
Waimakariri district,59,Physical,20 to 24,7,4,10,156,111,222,2386,SDE
Waimakariri district,59,Psychological,20 to 24,6,4,9,147,105,204,2386,SDE
Waimakariri district,59,Vision,20 to 24,2,1,3,39,27,60,2386,SDE
Waimakariri district,59,Hearing,25 to 29,4,2,6,75,54,102,1940,SDE
Waimakariri district,59,Overall,25 to 29,17,13,21,321,264,396,1940,SDE
Waimakariri district,59,Physical,25 to 29,7,4,10,126,90,177,1940,SDE
Waimakariri district,59,Psychological,25 to 29,6,4,9,120,84,168,1940,SDE
Waimakariri district,59,Vision,25 to 29,2,1,4,36,24,60,1940,SDE
Waimakariri district,59,Hearing,30 to 34,4,2,6,78,63,114,2221,SDE
Waimakariri district,59,Overall,30 to 34,15,12,18,330,270,399,2221,SDE
Waimakariri district,59,Physical,30 to 34,6,4,9,144,105,195,2221,SDE
Waimakariri district,59,Psychological,30 to 34,6,4,8,129,93,174,2221,SDE
Waimakariri district,59,Vision,30 to 34,1,0,2,30,18,45,2221,SDE
Waimakariri district,59,Hearing,35 to 39,4,3,6,123,96,168,3143,SDE
Waimakariri district,59,Overall,35 to 39,15,11,18,462,372,564,3143,SDE
Waimakariri district,59,Physical,35 to 39,7,5,10,228,171,312,3143,SDE
Waimakariri district,59,Psychological,35 to 39,5,3,8,171,123,234,3143,SDE
Waimakariri district,59,Vision,35 to 39,1,0,2,36,21,60,3143,SDE
Waimakariri district,59,Hearing,40 to 44,5,4,7,237,192,291,4394,SDE
Waimakariri district,59,Overall,40 to 44,18,15,22,807,678,963,4394,SDE
Waimakariri district,59,Physical,40 to 44,9,6,13,396,300,534,4394,SDE
Waimakariri district,59,Psychological,40 to 44,6,4,8,255,183,345,4394,SDE
Waimakariri district,59,Vision,40 to 44,2,1,4,105,78,141,4394,SDE
Waimakariri district,59,Hearing,45 to 49,8,6,10,318,267,414,4185,SDE
Waimakariri district,59,Overall,45 to 49,23,19,28,978,825,1161,4185,SDE
Waimakariri district,59,Physical,45 to 49,12,8,16,489,375,651,4185,SDE
Waimakariri district,59,Psychological,45 to 49,6,4,9,267,195,363,4185,SDE
Waimakariri district,59,Vision,45 to 49,5,3,7,195,147,258,4185,SDE
Waimakariri district,59,Hearing,5 to 9,2,1,3,63,45,81,3676,SDE
Waimakariri district,59,Overall,5 to 9,11,9,14,420,342,513,3676,SDE
Waimakariri district,59,Physical,5 to 9,2,1,3,57,39,84,3676,SDE
Waimakariri district,59,Psychological,5 to 9,4,2,6,150,108,207,3676,SDE
Waimakariri district,59,Vision,5 to 9,1,0,2,30,18,45,3676,SDE
Waimakariri district,59,Hearing,50 to 54,10,8,13,399,327,489,3965,SDE
Waimakariri district,59,Overall,50 to 54,27,23,33,1086,930,1275,3965,SDE
Waimakariri district,59,Physical,50 to 54,15,11,20,606,471,783,3965,SDE
Waimakariri district,59,Psychological,50 to 54,7,4,9,258,192,351,3965,SDE
Waimakariri district,59,Vision,50 to 54,6,4,8,222,174,285,3965,SDE
Waimakariri district,59,Hearing,55 to 59,13,9,15,432,336,516,3447,SDE
Waimakariri district,59,Overall,55 to 59,31,26,37,1074,915,1248,3447,SDE
Waimakariri district,59,Physical,55 to 59,19,15,25,669,525,855,3447,SDE
Waimakariri district,59,Psychological,55 to 59,6,4,9,204,150,279,3447,SDE
Waimakariri district,59,Vision,55 to 59,5,4,7,186,144,234,3447,SDE
Waimakariri district,59,Hearing,60 to 64,16,13,19,534,438,621,3316,SDE
Waimakariri district,59,Overall,60 to 64,35,30,41,1173,1014,1356,3316,SDE
Waimakariri district,59,Physical,60 to 64,24,19,31,798,636,1005,3316,SDE
Waimakariri district,59,Psychological,60 to 64,5,3,7,159,117,219,3316,SDE
Waimakariri district,59,Vision,60 to 64,5,4,7,168,132,216,3316,SDE
Waimakariri district,59,Hearing,65 to 69,21,17,24,582,495,675,2814,SDE
Waimakariri district,59,Overall,65 to 69,42,36,49,1185,1032,1356,2814,SDE
Waimakariri district,59,Physical,65 to 69,31,24,39,867,696,1092,2814,SDE
Waimakariri district,59,Psychological,65 to 69,4,2,6,120,84,165,2814,SDE
Waimakariri district,59,Vision,65 to 69,5,4,7,150,120,198,2814,SDE
Waimakariri district,59,Hearing,70 to 74,25,22,30,543,480,642,2188,SDE
Waimakariri district,59,Overall,70 to 74,52,46,59,1143,1008,1290,2188,SDE
Waimakariri district,59,Physical,70 to 74,41,33,51,900,729,1116,2188,SDE
Waimakariri district,59,Psychological,70 to 74,4,2,6,90,60,126,2188,SDE
Waimakariri district,59,Vision,70 to 74,7,5,9,147,117,192,2188,SDE
Waimakariri district,59,Hearing,75 to 79,31,26,37,435,375,522,1412,SDE
